FEINumber,LegalName,AddressLine1,AddressLine2,City,StateCode,State,ZipCode,CountryCode,CountryName,Region,ProductType,Center,ActionType,ActionTakenDate,FiscalYear,CaseInjunctionID,FirmProfile
3004951352,"Vaccaro's Italian Pastry Shop, Inc.",3705 E Baltimore St,,Baltimore,MD,Maryland,21224-1509,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2009-05-07,2009,52304,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3004951352
3005080461,Cosmetic Dermatology,8798 NW 15th St,,Doral,FL,Florida,33172-3030,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2015-12-03,2016,479438,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3005080461
3009628749,Osage Lane Creamery LTD,5168 Refugee Rd Sw,,Pataskala,OH,Ohio,43062-9029,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2015-12-03,2016,472732,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3009628749
1117839,"Nam & Nam, Inc. t/a Sam Sung Tofu",409 Morse St Ne,,Washington,DC,District of Columbia,20002-7009,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2015-12-03,2016,480928,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1117839
1117839,"Nam & Nam, Inc. t/a Sam Sung Tofu",409 Morse St Ne,,Washington,DC,District of Columbia,20002-7009,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2017-01-24,2017,506791,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1117839
1118201,SCT Corporation  d/b/a Jeppi Nut,9 W Aylesbury Rd Ste M-P,,Timonium,MD,Maryland,21093-4121,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2011-08-15,2011,195773,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1118201
3010164601,"The Hain Celestial Group, Inc",2201 S Mcdowell Boulevard Ext Ste 210,,Petaluma,CA,California,94954-7626,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2010-02-22,2010,87072,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3010164601
3006766516,"Ken's Foods, Inc.",1 Dangelo Dr,,Marlborough,MA,Massachusetts,01752-3066,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2010-02-22,2010,86145,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3006766516
1310730,"Redco Foods, Inc.",1 Hansen Is,,Little Falls,NY,New York,13365-1916,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2010-02-22,2010,87067,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1310730
3004307743,"Schwan's Consumer Brands, Inc.",8500 Normandale Lake Blvd Ste 2000,,Bloomington,MN,Minnesota,55437-3875,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2010-02-22,2010,84745,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3004307743
3006849452,"Pbm Products, Llc",301 N Main St,,Gordonsville,VA,Virginia,22942-9130,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2010-02-22,2010,87065,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3006849452
3008028649,"First Juice, Inc",19 Tulip Lane,,Randolph,NJ,New Jersey,07869,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2010-02-22,2010,87304,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3008028649
1210037,"Gorton's, Inc.",127 Rogers St,,Gloucester,MA,Massachusetts,01930,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2010-02-22,2010,84746,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1210037
2922404,"Dreyer's Grand Ice Cream, Inc.",590 Ygnacio Valley Rd Ste 300,,Walnut Creek,CA,California,94596-3807,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2010-02-22,2010,84744,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=2922404
1810155,Gerber Products Company,405 State St,,Fremont,MI,Michigan,49412-1056,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2010-02-22,2010,87927,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1810155
2912236,Sunsweet Growers Inc,901 N Walton Ave,,Yuba City,CA,California,95993-8634,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2010-02-22,2010,86146,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=2912236
3003884580,Fleminger Inc,160 Hawley Ln Ste 205,,Trumbull,CT,Connecticut,06611-5379,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2010-02-22,2010,79684,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3003884580
2910632,Diamond Foods LLC,1050 Diamond St,,Stockton,CA,California,95205-7020,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2010-02-22,2010,87073,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=2910632
1118656,Pompeian Incorporated,4201 Pulaski Hwy,,Baltimore,MD,Maryland,21224-1603,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2010-02-22,2010,87069,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1118656
3014767781,GUANGZHOU YONG WANT FOODS LTD,Yonghe Economic,No. 5 Liyuan Road; Yonghezhen Zengcheng,Guangzhou,,,,CN,China,Foreign,Food/Cosmetics,CFSAN,Warning Letter,2010-02-22,2010,87064,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3014767781
3007427918,Beech-Nut Nutrition Company,1 Nutritious Pl,,Amsterdam,NY,New York,12010-8105,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2010-02-22,2010,84747,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3007427918
3004463024,National Importers US Ltd,2219 Rimland Dr Ste 301,,Bellingham,WA,Washington,98226-8759,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2010-02-22,2010,87064,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3004463024
1000086372,Salada Foods Inc.,399 Washington St,,Woburn,MA,Massachusetts,01801-2116,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2010-02-22,2010,87067,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1000086372
3003150530,"Rx Vitamins, Inc",150 Clearbrook Rd Ste 149,,Elmsford,NY,New York,10523-1140,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2016-03-17,2016,482377,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3003150530
3002375887,"Saputo Dairy Foods USA, LLC",428 E Patrick St,,Frederick,MD,Maryland,21701-5730,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2016-03-17,2016,481087,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3002375887
1119162,LL Coleman & Company LLC,17505 Parkdale Rd,,South Prince George,VA,Virginia,23805,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2017-08-02,2017,520807,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1119162
2000042233,"DUTCH VALLEY FOOD DEVELOPMENT, INC.",7615 Lancaster Ave,,Myerstown,PA,Pennsylvania,17067-2004,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2011-11-21,2012,218034,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=2000042233
1119358,N 2 Dough Inc. T/a Plantation Pride Foods,1004 Apperson Dr,,Salem,VA,Virginia,24153-7133,US,United States,Domestic,Food/Cosmetics,CFSAN,Seizure,2009-06-12,2009,56142,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1119358
3009569465,Gopi LLC,125 Sharon Dr,,Phoenix,OR,Oregon,97535-5713,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2009-06-12,2009,45839,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3009569465
3010612291,"Eagle Food Service, LLC",2728 Eugenia Ave Ste 103,,Nashville,TN,Tennessee,37211-2172,US,United States,Domestic,Food/Cosmetics,CFSAN,Seizure,2010-01-06,2010,86165,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3010612291
3006552406,Sunfood Corporation,1830 Gillespie Way,,El Cajon,CA,California,92020-0926,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2011-10-17,2012,201732,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3006552406
2000015151,CHETAK CHICAGO LLC,1111 E Lake St,,Streamwood,IL,Illinois,60107-4332,US,United States,Domestic,Food/Cosmetics,CFSAN,Seizure,2011-10-17,2012,224315,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=2000015151
1120176,Old Point Packing,817 Jefferson Ave,,Newport News,VA,Virginia,23607-6117,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2011-10-17,2012,209394,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1120176
3007918330,"Corporacion Avicola Morovis, Inc.",Pr-634 Km 2.2,Barrio Franquez,Morovis,PR,Puerto Rico,00687,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2024-07-24,2024,681668,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3007918330
3016241717,Txsyn Int. LLC,7232 Eckhert Rd Ste 7234,,San Antonio,TX,Texas,78238-1244,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2024-07-24,2024,677014,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3016241717
3010560958,Warbucks Seafood Ny Llc,1581 McDonald Ave,,Brooklyn,NY,New York,11230-5512,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2024-07-24,2024,682870,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3010560958
3007886928,Candymar Produce,2501 W Military Hwy Ste C38,,Mcallen,TX,Texas,78503-8948,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2024-12-19,2025,697780,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3007886928
1121886,"Da'Vita Foods Company, Inc.",21726 Academy Ter,,Hagerstown,MD,Maryland,21740-1202,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2013-08-16,2013,409699,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1121886
3003160292,Good Fish,Joanquin Mancheno N75-38,Avenida Jose Andrade,Quito,,,,EC,Ecuador,Foreign,Food/Cosmetics,CFSAN,Warning Letter,2013-08-16,2013,408770,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3003160292
3009603249,Willow Farms,91 N Old Military Rd,,Summertown,TN,Tennessee,38483-7030,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2013-08-16,2013,397246,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3009603249
3003004580,TSL Food Service Inc. dba The Sandwich Lady,12079 Tech Rd Unit 3,,Silver Spring,MD,Maryland,20904-1982,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2009-12-14,2010,84904,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3003004580
1121956,JFD Enterprises Inc. Antonio's Bakery,6210 Eastern Ave,,Baltimore,MD,Maryland,21224-2906,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2009-12-14,2010,76554,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1121956
2945033,"Vince's Shellfish Co, Inc.",1063 Montgomery Ave,,San Bruno,CA,California,94066-1517,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2009-01-05,2009,45698,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=2945033
3007102092,Body Saver DS LLC,2020 Seven Springs Blvd,,New Port Richey,FL,Florida,34655-3933,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2009-01-05,2009,37998,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3007102092
3008457200,Adriatic Seafood Inc,129 Willow Ave,,Staten Island,NY,New York,10305-1814,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2016-06-16,2016,498699,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3008457200
3015666,Chuck's Seafoods Inc,91135 Cape Arago Hwy,,Charleston,OR,Oregon,97420,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2009-12-15,2010,75164,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3015666
3005298802,"Awesome Foods, Inc.",321 E Penn St # 329,,Norristown,PA,Pennsylvania,19401,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2009-12-15,2010,72526,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3005298802
3023450,Sally Jackson Cheeses,16 Nealey Rd,,Oroville,WA,Washington,98844-9687,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2011-06-13,2011,174293,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3023450
1000125464,"CT Concerns, Inc.",7595 Vickers St Ste A,,San Diego,CA,California,92111-1549,US,United States,Domestic,Food/Cosmetics,CFSAN,Injunction,2011-06-13,2011,170,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1000125464
3004402363,K-Fat Inc.,2723 W 15th St,,Brooklyn,NY,New York,11224-2705,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2014-07-22,2014,434425,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3004402363
1180487,"Casa di Pasta, Inc.",210 Albemarle St,,Baltimore,MD,Maryland,21202-4405,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2014-07-22,2014,429559,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1180487
3004312676,HAR Maspeth Corp.,4428 55th Ave,,Maspeth,NY,New York,11378-1042,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2014-07-22,2014,434429,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3004312676
1180856,"A & M Bakery, Inc. dba Home Industry Bakery",173 Mount Clare Rd,,Clarksburg,WV,West Virginia,26301-7424,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2013-04-23,2013,395943,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1180856
1210165,"New England Confectionery Company, Inc.",135 American Legion Hwy,,Revere,MA,Massachusetts,02151-2405,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2018-05-16,2018,545899,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1210165
1210304,"DFA Dairy Brands, LLC",1855 Boston Rd,,Wilbraham,MA,Massachusetts,01095-1002,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2019-11-22,2020,590821,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1210304
3002280577,"Golden Gate Soy Products, Inc.",1265 Griffith St,,San Francisco,CA,California,94124-3408,US,United States,Domestic,Food/Cosmetics,CFSAN,Injunction,2019-11-22,2020,87,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3002280577
3007278736,EE HUI FOOD MANUFACTURE PTE LTD,58 Senoko Drive,Senoko Industrial Estate,Singapore,,,,SG,Singapore,Foreign,Food/Cosmetics,CFSAN,Warning Letter,2019-11-22,2020,593779,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3007278736
3009123990,New 88 Japanese Food Trading Inc,3305 Farrington St,,Flushing,NY,New York,11354-2820,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2019-11-22,2020,592644,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3009123990
3015854601,Sabai Ventures Ltd,7190 W. Sunset Blvd #55,,Los Angeles,CA,California,90046,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2019-11-22,2020,593865,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3015854601
3015842532,Natural Native CBD,4901 Clipper Xing,,Edmond,OK,Oklahoma,73013-9009,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2019-11-22,2020,593385,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3015842532
3015842533,Red River Distribution,3401 Garden Brook Dr,,Farmers Branch,TX,Texas,75234-2435,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2019-11-22,2020,593385,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3015842533
3015820074,"Private I Salon, LLC",1949 N Sharon Amity Rd,,Charlotte,NC,North Carolina,28205-7921,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2019-11-22,2020,593479,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3015820074
3014615338,RED RIVER DISTRIBUTION,4901 Clipper Xing,,Edmond,OK,Oklahoma,73013-9009,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2019-11-22,2020,593385,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3014615338
3015854602,Daddy Burt Hemp Co,249 W Short St Ste 215,,Lexington,KY,Kentucky,40507-1487,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2019-11-22,2020,593866,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3015854602
3015844033,Natural Native,263 34th Ave Sw,,Norman,OK,Oklahoma,73072-4843,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2019-11-22,2020,593385,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3015844033
3015828279,"Organix Industries, Inc. dba Plant Organix",420 E Hospitality Ln,Suite A10,San Bernardino,CA,California,92408-3527,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2019-11-22,2020,593512,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3015828279
3015823804,Red Pill Medical Inc.,553 N Pacific Coast Hwy Ste B-275,,Redondo Beach,CA,California,90277-2105,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2019-11-22,2020,593389,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3015823804
3015837322,Natural Native LLC,3300 Deskin Dr,,Norman,OK,Oklahoma,73069-8293,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2019-11-22,2020,593385,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3015837322
3015820083,"CDRL Nutritional, Inc.",140 Mason Cir,Suite K,Concord,CA,California,94520-8549,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2019-11-22,2020,593398,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3015820083
3004418300,"Juicer Connections, Inc.",1920 Mcgarry St,,Vernon,CA,California,90058-1030,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2011-01-13,2011,143434,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3004418300
1210598,Franklin Foods Inc.,68 East St,,Enosburg Falls,VT,Vermont,05450,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2011-01-13,2011,146353,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1210598
3000204829,"Topway Enterprises, Inc",4001 Briarpark Dr,,Houston,TX,Texas,77042-5319,US,United States,Domestic,Food/Cosmetics,CFSAN,Injunction,2019-08-29,2019,81,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3000204829
1211585,"Peggy Lawton Kitchens, Inc.",255 Washington St,,East Walpole,MA,Massachusetts,02032-1133,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2019-08-29,2019,586321,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1211585
1211763,Anatox Incorporated,30650 Terry Ln,,Richland,MO,Missouri,65556-9567,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2017-04-26,2017,508278,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1211763
1213119,"Ipswich Shellfish Co., Inc.",8 Hayward St,,Ipswich,MA,Massachusetts,01938-2012,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2012-10-19,2013,365318,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1213119
3008297108,Young Ocean Inc,20233 80th Ave S,,Kent,WA,Washington,98032-1257,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2012-10-19,2013,336818,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3008297108
3009119558,NanoLiposomal Nutritionals,2804 46th Street,,San Diego,CA,California,92105,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2011-11-22,2012,223294,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3009119558
1618096,Bartush-Schnitzius Foods Co.,1137 N Kealy Ave,,Lewisville,TX,Texas,75057-3188,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2011-11-22,2012,261876,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1618096
1215239,H. R. Beal & Sons,182 Clark Point Rd,,Southwest Harbor,ME,Maine,04679,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2011-11-22,2012,247295,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1215239
3008177197,"CocoKefir, LLC",716 Tower Dr,,Medina,MN,Minnesota,55340-9691,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2011-11-22,2012,200472,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3008177197
1000121100,Atlantic Coast Seafood Inc.,42 Fish Pier St W Pier 42-44,,Boston,MA,Massachusetts,02210-2008,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2009-02-18,2009,47180,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1000121100
3005218273,"Desserts by Helen, Inc.",283 Thompson Ave,,Louisville,KY,Kentucky,40206-1071,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2023-09-11,2023,659181,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3005218273
3004295491,Seafood Markets Limited,418 W Highway 61,,Grand Marais,MN,Minnesota,55604-2334,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2011-08-11,2011,200012,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3004295491
1217359,The Royal Ice Cream Company Inc.,27 Warren St,,Manchester,CT,Connecticut,06040-6534,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2022-07-28,2022,630433,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1217359
3000210837,"Rainbow Springs LLC,  dba Star Prairie Trout Farm",400 Hill Ave,,Star Prairie,WI,Wisconsin,54026-9224,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2009-05-04,2009,53182,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3000210837
1217419,"Shaheen Bros., Inc.",95 Haverhill Rd,,Amesbury,MA,Massachusetts,01913-3916,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2009-05-04,2009,55942,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1217419
2000009183,Blis Caviar LLC dba Blis Gourmet,3759 Broadmoor Ave Se Ste D,,Kentwood,MI,Michigan,49512-3912,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2016-02-04,2016,488262,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=2000009183
3011819411,Dose of Nature,97 Mountain Way Dr,,Orem,UT,Utah,84058-5151,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2016-02-04,2016,479871,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3011819411
3011653906,Green Garden Gold,13719 Gamma Rd,,Dallas,TX,Texas,75244-4409,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2016-02-04,2016,480747,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3011653906
3009963237,Rhodes Food Group (Pty) Ltd.,1 Pakco Street,,Verulam,,,,ZA,South Africa,Foreign,Food/Cosmetics,CFSAN,Warning Letter,2016-02-04,2016,484504,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3009963237
3003379071,Proceconsa S.A. Procesadora Continental de Alimentos S.A.,Km 21.5 Via Interoceanica,,Quito,,,,EC,Ecuador,Foreign,Food/Cosmetics,CFSAN,Warning Letter,2016-02-04,2016,486514,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3003379071
3011800310,ABC Productions,800 S Pacific Coast Hwy # 230,,Redondo Beach,CA,California,90277-4700,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2016-02-04,2016,480677,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3011800310
3004257012,Hochico Marine Processing Corp.,29 Dexing 1st Rd.,Su'Ao Township,Yilan County,,,,TW,Taiwan,Foreign,Food/Cosmetics,CFSAN,Warning Letter,2016-02-04,2016,487486,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3004257012
3011790269,Sana Te,1332 Barranca,,Irvine,CA,California,92618,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2016-02-04,2016,479858,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3011790269
1218034,"Middle East Bakery, Inc.",30 International Way,,Lawrence,MA,Massachusetts,01843-1064,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2014-09-18,2014,433344,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1218034
3006696480,Mariscos Procesados (CAMPRESA) S.A.,Km 106.5 Carretera Panamericana,,Rivas,,,,NI,Nicaragua,Foreign,Food/Cosmetics,CFSAN,Warning Letter,2024-11-05,2025,694846,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3006696480
3001584340,Purcell International,800 Ellinwood Way,,Pleasant Hill,CA,California,94523-4703,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2024-11-05,2025,680631,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3001584340
3008566525,"Raw Deal, Inc",99 Bartley Flanders Rd,,Flanders,NJ,New Jersey,07836-9642,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2012-10-04,2013,293717,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3008566525
3002669749,Tropical Seafood,24291 Highway 1,,Golden Meadow,LA,Louisiana,70357,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2012-10-04,2013,362579,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3002669749
3006337440,Confidence U.S.A. Inc.,138 Haven Ave,,Port Washington,NY,New York,11050-3924,US,United States,Domestic,Food/Cosmetics,CFSAN,Seizure,2012-10-04,2013,287337,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3006337440
3013391499,www.poppyseedwash.com,10102 S Redwood Rd,#95443,South Jordan,UT,Utah,84095-6600,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2018-07-12,2018,553349,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3013391499
3000718461,"Good Herbs, Inc.",550 Oliver Dr,,Troy,MI,Michigan,48084-5468,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2012-05-24,2012,274636,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3000718461
1218756,"NatureMost of New England, Inc.",60 Trigo Dr,,Middletown,CT,Connecticut,06457-6157,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2012-05-24,2012,240654,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1218756
3004609853,Himalayan Int'l Inst. of Yoga Science and Phil. of the USA,952 Bethany Tpke,,Honesdale,PA,Pennsylvania,18431-4194,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2012-05-24,2012,275256,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3004609853
